symbol	ensgene	chr	start	end	strand	biotype	description	Control_0w1	Control_0w2	Control_0w3	Control_2w1	Control_2w2	Control_2w3	Control_8w1	Control_8w2	Control_8w3	Control_16w1	Control_16w2	Control_16w3	disease_2w1	disease_2w2	disease_2w3	disease_8w1	disease_8w2	disease_8w3	disease_16w1	disease_16w2	disease_16w3	2WAvgreadControl	2W_Avgreaddisease	2W_logConc	2W_pVal	2W_adj.pVal	8WAvgreadControl	8W_Avgreaddisease	8W_logConc	8W_pVal	8W_adj.pVal	16WAvgreadControl	16W_Avgreaddisease	16W_logConc	16W_pVal	16W_adj.pVal
Itgb5	ENSRNOG00000001795	11	70056500	70172372	-1	processed_transcript	integrin subunit beta 5 	1039.5	1009.2	892.1	990.5	1026.9	1014.1	991.2	1050.9	965.9	1052.5	1119.2	1184.6	992	1109.7	836.2	1043.5	1136.2	1160.5	1036.2	988.9	972.6	1010.518474	979.3087329	-0.045180562	0.815502568	1	1002.624965	1113.412394	0.1511292	0.432736223	0.75335073	1118.765092	999.2388473	-0.163	0.397	0.724
Dgkg	ENSRNOG00000001796	11	81972219	82163165	1	protein_coding	"diacylglycerol kinase, gamma "	77.5	187.3	88.5	80.3	76.5	77.1	106	205.6	167.4	136.7	189.8	126	91.2	88	49.2	40.5	87	79.2	64.1	157.2	102.9	77.9687235	76.11526466	-0.032248418	0.916282	1	159.6995386	68.92155477	-1.218909777	8.54E-08	0.00000446	150.8432485	108.0992569	-0.473	0.0273	0.135
Umps	ENSRNOG00000001797	11	70034139	70044628	1	protein_coding	uridine monophosphate synthetase 	277.5	256.1	219.9	238	232	260.6	222.3	242.9	247.3	280.6	253.6	261.3	253.3	245.6	224.9	258.4	239.1	264	222.6	241.8	237.9	243.5560642	241.2590929	-0.013084112	0.954601029	1	237.4960847	253.8317816	0.096175876	0.640258577	0.884084026	265.1758632	234.0993181	-0.18	0.379	0.709
Dnajb11	ENSRNOG00000001803	11	81741297	81757813	-1	protein_coding	DnaJ heat shock protein family (Hsp40) member B11 	502.2	408.7	399.3	328.8	335.4	409.7	432.2	482.1	334.3	391.2	387.1	351.6	303	367.8	318.9	368.3	355.8	323.6	325.6	343.2	329.2	357.9895209	329.9064296	-0.117275852	0.55765011	1	416.2287483	349.238676	-0.252832966	0.204454564	0.515794584	376.6037546	332.6872043	-0.179	0.372	0.702
Itpr2	ENSRNOG00000001804	4	180538389	180722358	-1	protein_coding	"inositol 1,4,5-trisphosphate receptor, type 2 "	746.5	816.6	897.3	894.3	868	879.3	792.8	896.1	814.1	871.1	895.3	937	794.4	819.6	746.4	778.1	988.7	951.3	820.8	759.1	840.7	880.5232599	786.7987558	-0.162306808	0.401144577	1	834.3142052	906.0443106	0.118705684	0.539340029	0.831423858	901.1509502	806.8760531	-0.159	0.41	0.731
Sspn	ENSRNOG00000001807	4	180291389	180324408	1	protein_coding	sarcospan 	583.3	1355.8	874.2	981	728.3	961.4	1064.7	1218.2	1234.4	1051.9	1173.5	1089.2	924.1	913.8	666.9	513.3	987.2	750.9	708.8	942.2	739.4	890.2355743	834.966274	-0.091984209	0.633059841	1	1172.412465	750.4761281	-0.64442892	0.000875199	0.009929994	1104.890438	796.7980134	-0.471	0.0145	0.0863
Ints13	ENSRNOG00000001808	4	180855800	180887050	-1	protein_coding	integrator complex subunit 13 	427.5	541.7	455	426.1	440	448.2	505.4	449.4	464.4	455.8	491.8	442.8	513.7	459.1	504.8	442.9	452.9	435.1	438	477.6	432.1	438.1107712	492.5537271	0.168935489	0.391457177	1	473.0602198	443.6199872	-0.092631197	0.641611331	0.884598737	463.4660908	449.2244168	-0.0448	0.823	0.963
Fgfr1op2	ENSRNOG00000001811	4	180887182	180908198	1	protein_coding	FGFR1 oncogene partner 2 	692.9	803.4	787	763.2	751.8	825.5	892.6	729.1	731	750.2	725.9	718.8	763	851.7	798.3	769.8	861	733.2	876.8	791	785.5	780.1550092	804.3534217	0.044157281	0.821658549	1	784.2240291	788.024941	0.006913957	0.973892524	1	731.6486129	817.7640895	0.16	0.408	0.729
Dnm1l	ENSRNOG00000001813	11	88830957	88880198	1	protein_coding	dynamin 1-like 	559.2	663	738.9	748.9	697.1	821.4	751.5	846.8	791.5	707.1	757.7	642.3	717.4	658	757.2	825.9	742.3	693.1	714.5	760.1	802.6	755.8338566	710.885896	-0.088292122	0.649594523	1	796.6137942	753.7677187	-0.079588585	0.682487003	0.901052343	702.334536	759.050972	0.112	0.565	0.84
Eif4a2	ENSRNOG00000001815	11	81373048	81379871	-1	protein_coding	eukaryotic translation initiation factor 4A2 	1703.7	2528.6	2792.3	2879	2977	3034.3	3387.7	3385.4	2748.1	2617.2	2576.1	2861.4	3002.5	2969.7	3245.1	3113.1	2829.3	2997.6	2877.2	2984.7	3164.5	2963.428884	3072.427335	0.052097499	0.784033409	1	3173.740702	2979.975324	-0.090824976	0.632427364	0.881066142	2684.914943	3008.812294	0.164	0.387	0.715
Rfc4	ENSRNOG00000001816	11	81358592	81373043	1	protein_coding	replication factor C subunit 4 	65.5	68.3	57	76.6	83.1	75.1	76.9	91.5	77.7	57.9	71.8	59.8	41.6	82.7	54.4	81.6	78.6	74.3	67.8	67.7	55.7	78.2616995	59.56122905	-0.394405244	0.100230858	0.851682945	82.03088689	78.16139284	-0.069064496	0.784586122	0.94620561	63.20677248	63.71228811	0.0149	1	1
Tm7sf3	ENSRNOG00000001817	4	180913706	180951564	-1	protein_coding	transmembrane 7 superfamily member 3 	475.3	516.9	485	526	558.6	519.2	477.4	529.4	501.5	490.7	527.7	534.1	449.9	461.1	421.9	492.6	468.4	555.4	480.2	507.4	474.8	534.6183281	444.3125866	-0.266962209	0.174281483	1	502.7471731	505.4394758	0.007804521	0.972739922	1	517.4935752	487.4479976	-0.0859	0.663	0.895
Med21	ENSRNOG00000001820	4	180961142	180968123	1	protein_coding	mediator complex subunit 21 	81.1	109.1	133.4	123.1	101.5	128.8	173.1	134.2	121.7	111	125.2	115.4	98.3	95.4	128.1	115	120	108.5	139.1	120.4	115.7	117.7808671	107.277948	-0.134093328	0.542974089	1	143.0046114	114.506447	-0.32000577	0.148496447	0.428267899	117.2367379	125.0433587	0.0935	0.688	0.908
Adipoq	ENSRNOG00000001821	11	81330293	81344488	-1	protein_coding	"adiponectin, C1Q and collagen domain containing "	84.8	68.8	393.4	20.4	289.4	14.3	133.1	137	284.4	200.7	60.8	425.2	9.2	201.6	116.2	379.7	38	106.4	68.6	6.9	30.2	108.0521345	108.9896361	-0.002142861	0.968662548	1	184.8314478	174.7217479	-0.072387286	0.704867344	0.910004679	228.9379889	35.25724416	-2.70863244	1.50E-28	1.76E-25
St6gal1	ENSRNOG00000001823	11	80927601	80981422	-1	protein_coding	"ST6 beta-galactoside alpha-2,6-sialyltransferase 1 "	234.7	216.2	259.6	262.2	230.3	277.9	322.3	326.4	247.7	272.8	202.4	284.3	234.1	260	231.5	314.6	206.6	265	275.8	217.9	204.7	256.7614212	241.8710341	-0.085466327	0.677450926	1	298.7944023	262.062167	-0.187431153	0.354513985	0.687016839	253.1287271	232.8155792	-0.122	0.554	0.834
Pkp2	ENSRNOG00000001825	11	88912599	88972176	-1	protein_coding	plakophilin 2 	152.9	80.4	122.6	101.5	110.4	133.8	71.2	103.7	66.6	75.5	76	77.6	137.8	105.8	141.6	134.2	102.8	115.4	147.2	101.5	140.7	115.2408495	128.3822014	0.156698197	0.477298641	1	80.50318047	117.4376876	0.545921226	0.016784503	0.095357425	76.36205713	129.7958596	0.763	0.000664	0.00871
Masp1	ENSRNOG00000001827	11	80736576	80803382	1	protein_coding	mannan-binding lectin serine peptidase 1 	22.1	22.8	21.2	18.9	16	6.1	29.1	24	13.8	11	16.4	11.6	28.3	12.5	8	27.2	10	10.7	8.4	10.9	13.7	13.66962072	16.27532264	0.243042835	0.536541874	1	22.3164565	15.97549757	-0.455274507	0.175125593	0.471793346	12.9838874	11.00831148	-0.225	0.607	0.862
Stk38l	ENSRNOG00000001828	4	181027212	181089740	1	protein_coding	serine/threonine kinase 38 like 	917.5	1132.6	963.3	982.5	909.5	1128.7	1115.3	1283.4	1154.7	1093.3	1314.1	896.3	1008.3	1066.2	1017.6	983.3	1245.1	1023.6	1160.5	1193.9	1225.4	1006.915942	1030.672634	0.03385055	0.862707454	1	1184.494281	1084.028258	-0.128084487	0.506603834	0.811773309	1101.22989	1193.261003	0.116	0.547	0.831
Ube2v2	ENSRNOG00000001829	11	89557273	89591175	1	protein_coding	ubiquitin conjugating enzyme E2 V2 	147.9	296.1	272.9	365.9	263.2	309.3	382.4	342.7	302.7	312.1	300.9	316.9	251.3	264.2	298.8	274.5	312.1	286.5	268.4	271.6	328.8	312.81171	271.4439304	-0.20443507	0.310955154	1	342.5889214	291.0048041	-0.235559877	0.244710071	0.571112435	309.9474282	289.5981306	-0.0983	0.633	0.878
Arntl2	ENSRNOG00000001830	4	181103774	181214994	1	protein_coding	aryl hydrocarbon receptor nuclear translocator-like 2 	4.7	19.1	14.4	20.8	12.5	9.2	8.6	18.1	14.6	27.6	29.7	11.7	14.2	15.6	22	16.8	37.8	22.5	15.3	13.9	18.4	14.14002609	17.24631868	0.27486946	0.494723223	1	13.76466792	25.70532569	0.878444768	0.012620045	0.077670411	23.02256319	15.8490864	-0.554	0.114	0.361
Mcm4	ENSRNOG00000001833	11	89511191	89524892	1	protein_coding	minichromosome maintenance complex component 4 	405.7	266.4	260.1	254.2	228.8	260.6	273.9	231.8	282.1	218.6	190	183.7	189.5	197.9	169.6	219	192.2	199.4	195.7	205	219.3	247.8489194	185.6398207	-0.416042679	0.043410836	0.563603838	262.5999764	203.5534926	-0.3665859	0.0736215	0.272895593	197.4120968	206.6546476	0.0642	0.756	0.939
Mzt2b	ENSRNOG00000001834	11	89277039	89282929	1	protein_coding	mitotic spindle organizing protein 2B 	150.7	132.7	131.6	123.8	144.8	133.9	135.5	114.7	110.3	125	131.4	135.3	122.6	116	86.7	90.7	97.2	119.3	106.8	133.3	116.7	134.1511602	108.4241284	-0.306336071	0.159293515	1	120.191544	102.4282975	-0.230531876	0.29966974	0.635049052	130.584497	118.9531282	-0.132	0.535	0.822
Rep15	ENSRNOG00000001840	4	181428664	181429737	1	protein_coding	RAB15 effector protein 	13.8	11.4	7.9	9.8	11.9	10.1	13	10.4	14.5	9.6	12.3	14.6	18.2	15.6	14.5	13	8.8	10.8	9.2	6	5.9	10.61659574	16.08178567	0.589987983	0.130192208	0.952979675	12.65567802	10.84807482	-0.210261556	0.666926495	0.896850254	12.18398778	7.014620679	-0.776	0.102	0.336
Mrps35	ENSRNOG00000001842	4	181434812	181465318	1	protein_coding	mitochondrial ribosomal protein S35 	211.5	277.1	232	203.1	252.2	243.4	256.3	221.5	269.7	254.5	256.7	240.3	257.4	263.2	232.7	228.9	280.4	269.9	233.2	243.8	258.6	232.8948542	251.0643834	0.108346093	0.600985799	1	249.13698	259.7064592	0.059207896	0.775425643	0.942640473	250.5074353	245.1704369	-0.0314	0.887	0.98
Bcl6	ENSRNOG00000001843	11	80255790	80279075	1	protein_coding	B-cell CLL/lymphoma 6 	336.9	446.1	189.2	179.4	265.7	461.3	257.9	441.1	184	199.4	274.1	328.2	210.8	237.2	171.9	256.7	363.5	505.6	413.3	384	423.8	302.1465315	206.6254091	-0.545297049	0.007194824	0.175688904	294.3308482	375.2865284	0.349475679	0.08091185	0.291236958	267.2398354	407.0405146	0.61	0.00251	0.023
Klhl42	ENSRNOG00000001844	4	181481147	181502916	1	protein_coding	"kelch-like family, member 42 "	452.1	598.6	492.9	492.2	461.1	476.6	503.6	578.8	633.9	521.2	603.7	523.6	475.2	460.1	470.6	428	576	456.6	496.6	580	469.2	476.6728319	468.6278682	-0.024526524	0.9042212	1	572.0859626	486.8413283	-0.233427837	0.236397618	0.560103047	549.4932938	515.2801763	-0.0921	0.638	0.88
Top3b	ENSRNOG00000001845	11	88346313	88374679	-1	protein_coding	topoisomerase (DNA) III beta 	535.2	451.4	486.1	468.9	490.6	483.7	486.6	521.2	419.6	416.7	535.9	470.1	465.1	423.8	457.2	416.8	506.3	485.9	416.1	493.5	504.5	481.0812758	448.7291736	-0.100482567	0.611979586	1	475.8321724	469.6942074	-0.01904974	0.928429141	0.995333675	474.235494	471.3597138	-0.0078	0.968	1
Ccdc91	ENSRNOG00000001847	4	181874861	182043593	1	protein_coding	coiled-coil domain containing 91 	465.3	452.4	458.2	413.7	439.3	416.8	464.4	454.1	547.3	478.6	543.1	536.2	481.3	430	426.4	472	478.1	481	457.9	477.6	471.2	423.2558657	445.904368	0.075119955	0.705968374	1	488.5807248	477.0388599	-0.034551047	0.864763469	0.976570369	519.2932924	468.9068685	-0.147	0.455	0.764
Mapk1	ENSRNOG00000001849	11	88211599	88273254	-1	protein_coding	mitogen activated protein kinase 1 	763.5	831.8	885	766.7	808	828.5	849.4	891.5	811.9	755	817.3	822.6	834	792.7	837	837.7	835	808.5	838.5	871.5	834	801.0979394	821.2251908	0.035797652	0.855019081	1	850.9244589	827.074218	-0.040969235	0.834165548	0.964594578	798.3165324	847.9857568	0.0873	0.654	0.891
Far2	ENSRNOG00000001851	4	182483194	182565436	1	protein_coding	fatty acyl CoA reductase 2 	32.3	35.1	29.1	33.9	31.6	29.4	23.7	26.3	26.9	32.9	23.7	27.3	35.5	29.1	37.6	20.3	34.7	26.4	24.7	22.9	32.1	31.64439029	34.02550636	0.101846847	0.757980824	1	25.67769121	27.14278443	0.07092175	0.848424414	0.970226034	27.9653162	26.55418613	-0.088	0.812	0.96
Ergic2	ENSRNOG00000001852	4	182569089	182600258	-1	protein_coding	ERGIC and golgi 2 	386.8	430.6	434.7	487.8	461.2	464.5	467.6	417.4	451.9	435.6	412.8	400.9	412.4	454.9	493.7	448.2	392	418.4	438	432.8	450.4	471.1475121	453.6584248	-0.05474512	0.784690043	1	445.6489285	419.5306593	-0.086711834	0.66297502	0.894928504	416.4114572	440.3818206	0.0802	0.686	0.907
Tmtc1	ENSRNOG00000001854	4	182625386	182844291	-1	protein_coding	transmembrane and tetratricopeptide repeat containing 1 	357.3	753.5	452.9	348.5	311.3	481.6	694.6	763.1	642.2	672.8	776.2	730.3	468.1	523.2	369.1	402.6	784.2	565.1	510.8	642.7	487.7	380.4765833	453.4567005	0.25450572	0.200756405	1	699.9591021	583.9664044	-0.262458891	0.180599957	0.481719409	726.4185116	547.067278	-0.408	0.0358	0.164
Ypel1	ENSRNOG00000001858	11	88173890	88180542	-1	protein_coding	yippee-like 1 	20.3	26.6	22.3	31.5	16.1	21.3	9.9	15	25.5	18.7	9.3	23	31.4	36.3	36.5	26.1	16.5	14.6	29.1	21.9	24.3	22.98278118	34.72535291	0.596197462	0.04693839	0.592906579	16.77627162	19.05952463	0.187731971	0.679694695	0.899983406	17.00880744	25.08731375	0.547	0.0974	0.326
Sdf2l1	ENSRNOG00000001859	11	88122271	88124513	1	protein_coding	stromal cell-derived factor 2-like 1 	108.8	59.6	62.7	63.9	74.1	95.3	111.9	140.1	43.6	67.1	79	79.7	41.6	56	82.6	61.5	71	89	76.1	65.7	81.8	77.77907791	60.04228284	-0.373199175	0.11881969	0.91964997	98.51000206	73.83844786	-0.416277246	0.074196867	0.274348504	75.28330839	74.5180854	-0.0129	0.978	1
Ydjc	ENSRNOG00000001861	11	88090921	88093516	-1	protein_coding	YdjC homolog (bacterial) 	26.6	20.8	19.1	16.9	18.1	20.3	13.4	23.9	22.4	14.8	22.6	17.8	26.3	25.9	28.7	30	25.3	38.2	29.4	34.8	32.3	18.42672723	27.00327672	0.549091485	0.093519041	0.830971097	19.88150845	31.1359912	0.64406342	0.042973119	0.188426285	18.40276023	32.19594069	0.817	0.00898	0.0606
Ube2l3	ENSRNOG00000001862	11	88047832	88088476	1	protein_coding	ubiquitin-conjugating enzyme E2L 3 	1252.2	1103	1065.9	1159.2	1032.9	1097.3	1211.8	1054.6	1150.1	1131.1	1192	1074.5	1019.4	1185.3	1111.6	1029.2	969.3	957.1	1022.4	1057.6	1089.1	1096.472444	1105.462666	0.011796654	0.952741806	1	1138.854644	985.2027185	-0.208966323	0.277522265	0.609720261	1132.550254	1056.340845	-0.101	0.602	0.861
Tmem191c	ENSRNOG00000001864	11	87975527	87977368	-1	protein_coding	transmembrane protein 191C 	50.3	42.6	45.7	48	50.4	58.8	35.7	41.3	49.3	55	63.6	44.2	48.6	43.5	46.5	54	79.3	38	54.6	38.8	38.3	52.42908024	46.22739136	-0.179474585	0.496773158	1	42.09414029	57.09165162	0.433079484	0.099009281	0.333314536	54.26871718	43.90797701	-0.309	0.247	0.57
Serpind1	ENSRNOG00000001865	11	87913806	87924816	-1	protein_coding	serpin family D member 1 	27.8	38	35.6	38.5	33.1	29.4	44.6	35.6	33.9	37.8	43.1	31.6	29.4	23.9	43.9	37.9	30.7	36.2	44.4	38.8	39.3	33.67441317	32.41891649	-0.060063851	0.878004255	1	38.03050682	34.90431958	-0.118873761	0.685441397	0.902575276	37.46981378	40.8326798	0.121	0.679	0.904
Snap29	ENSRNOG00000001867	11	87827651	87858107	-1	protein_coding	synaptosomal-associated protein 29 	563.9	527.3	601.9	542.9	566.3	579.1	540.1	619.9	575.7	569.4	534.9	535.2	578.6	605.1	583.5	653.3	629.8	590.5	573.8	567.1	576.3	562.7759164	589.08195	0.065911282	0.737917704	1	578.5343302	624.5146007	0.110371207	0.574161095	0.851223322	546.517511	572.4009711	0.0664	0.735	0.93
LOC100911248	ENSRNOG00000001868	11	87778312	87815043	-1	protein_coding	crk-like protein-like 	262.1	227.6	238.6	201.5	210.9	207.9	205.8	242.8	217	207.6	259.7	215.2	170.2	177.2	185.9	190.2	245.4	213.1	219	244.8	189.8	206.7658124	177.792892	-0.217992567	0.294627585	1	221.8575005	216.2546933	-0.037975957	0.865498511	0.976999578	227.4704604	217.8268568	-0.0607	0.769	0.944
Rab44	ENSRNOG00000001869	20	6397022	6410191	1	protein_coding	"RAB44, member RAS oncogene family "	10.1	6.5	17.6	12.5	14.3	12.2	8.5	19.1	9.1	10	10.3	8.4	15.2	17.6	10.1	19.2	11	10.7	17.2	8.9	10.5	12.97774164	14.29859426	0.137737467	0.779101001	1	12.25236893	13.63816687	0.164403417	0.761425737	0.936489362	9.550737501	12.22945497	0.338	0.447	0.757
Lztr1	ENSRNOG00000001870	11	87381899	87397498	1	protein_coding	leucine-zipper-like transcription regulator 1 	718.6	813.9	688	572.3	648.7	610.5	672.4	746.1	783.5	740.9	744.4	690.5	671.8	639.3	590.3	610.1	695.1	608.1	605.6	692.5	656	610.5030298	633.8054757	0.053999295	0.783628958	1	734.004359	637.7827888	-0.20292666	0.298053054	0.632938546	725.2684669	651.3679351	-0.155	0.426	0.742
P2rx6	ENSRNOG00000001873	11	87435185	87445219	1	protein_coding	purinergic receptor P2X 6 	14.6	11.4	9	8	10.5	5.1	10.6	4.9	15.5	6.3	12.3	7.4	4.1	8.3	8.8	5.9	8.7	6.8	2.5	3	10.1	7.865094501	7.042790107	-0.180183674	0.893015179	1	10.32563244	7.148256975	-0.533877403	0.298431822	0.633479013	8.645205669	5.183260471	-0.712	0.2	0.508
Slc7a4	ENSRNOG00000001874	11	87446382	87449940	-1	protein_coding	"solute carrier family 7, member 4 "	98.2	74.9	69.3	79.3	113.2	59.9	71.6	44	59.6	66.6	61.7	89	85.1	62.3	89.5	106.1	69	74.3	87.5	73.6	68.4	84.10164787	78.95922372	-0.096942956	0.70656269	1	58.37054466	83.11363161	0.513598503	0.033580602	0.159299542	72.41858914	76.49900932	0.0811	0.762	0.941
Smpd4	ENSRNOG00000001875	11	87522971	87546687	1	protein_coding	sphingomyelin phosphodiesterase 4 	348.6	384.2	339	380	337.9	327.6	280.4	290.3	412	412.1	437.4	397.7	347.6	352.3	327.8	345.7	375.4	381.3	378.2	367.1	375.4	348.5042129	342.5573866	-0.024890071	0.905859611	1	327.5767975	367.4950458	0.165339397	0.409806294	0.734776804	415.7260206	373.5615226	-0.154	0.439	0.752
Ccdc74a	ENSRNOG00000001876	11	87549059	87553336	1	protein_coding	coiled-coil domain containing 74A 	34.3	18.8	28.9	46.7	27.2	33.5	44.7	29.1	49.2	37.6	48.2	30.5	36.5	28	28.9	27.2	29.6	41.1	30.3	28.9	19.9	35.77569127	31.11094285	-0.197277229	0.478235362	1	41.00846333	32.63850171	-0.32965876	0.245167974	0.571585213	38.78962036	26.34742812	-0.554	0.0519	0.212
Med15	ENSRNOG00000001877	11	87553868	87628502	-1	protein_coding	mediator complex subunit 15 	1545.7	1255.6	1369.1	1277.7	1285.2	1230.2	1364.2	1240.2	1276.1	1347.5	1341.9	1126	1457.1	1334.7	1538.9	1410.2	1364.4	1396.1	1370	1430.7	1230.3	1264.342391	1443.561765	0.191150673	0.31777844	1	1293.512892	1390.241137	0.104086604	0.587930947	0.859268173	1271.813752	1343.657303	0.0791	0.68	0.904
Klhl22	ENSRNOG00000001878	11	87677966	87718826	1	protein_coding	kelch-like family member 22 	390.9	526.5	441.5	359.2	359.2	403.6	392.6	478.9	468.7	413.8	481.5	420.8	377	404.1	340.1	291.5	432.9	294.2	328.2	402.9	371.9	374.0245975	373.7002712	-0.000830138	0.999982779	1	446.7371624	339.5211701	-0.397047193	0.046768453	0.199344517	438.6957692	367.6778864	-0.254	0.199	0.507
Dgcr6	ENSRNOG00000001880	11	87076381	87081950	-1	protein_coding	DiGeorge syndrome critical region gene 6 	157.4	155.5	153.9	100.6	110.5	127.8	164.1	146.9	167.4	160.6	168.3	131.3	111.5	115	100.9	81.9	141.4	93.8	102.1	124.4	106.4	112.9433408	109.1104304	-0.048394274	0.832558086	1	159.4849842	105.7357546	-0.596490452	0.006812132	0.048821341	153.4003533	110.9393284	-0.467	0.0317	0.151
Ranbp1	ENSRNOG00000001884	11	86890585	86898818	1	protein_coding	RAN binding protein 1 	603.6	434.3	455	449.5	366.9	421.9	422.9	405.8	435	521.1	425.1	402	377	415.5	416.3	439.7	363.6	403.8	435.4	382	395.1	412.7606093	402.9047093	-0.034672886	0.864134537	1	421.2568497	402.35928	-0.065686727	0.742340196	0.930214869	449.4054926	404.1635915	-0.154	0.44	0.752
Trmt2a	ENSRNOG00000001885	11	86885626	86890390	-1	protein_coding	tRNA methyltransferase 2 homolog A 	382.9	335.7	359	344.2	323.7	336.7	392	358.8	367.7	381	398.4	356.8	352.6	358.5	352.1	364.8	331.9	367.6	339.8	421.9	345.5	334.8699604	354.4205602	0.081891993	0.685167235	1	372.853471	354.7915137	-0.071252274	0.723942702	0.920117909	378.7322537	369.0695825	-0.0369	0.856	0.972
Dgcr8	ENSRNOG00000001886	11	86852711	86885224	1	protein_coding	DGCR8 microprocessor complex subunit 	554.5	553.9	549.6	566.3	530.8	494.9	550.6	581	586.8	510.1	530.8	508.9	531	574	552.5	633.7	509.9	539.7	600.4	547.2	482	530.6653765	552.5039264	0.058	0.768695202	1	572.8358255	561.0970666	-0.0295	0.881980464	0.982662578	516.6237942	543.1784435	0.0723	0.715	0.922
Arvcf	ENSRNOG00000001888	11	86736142	86793791	-1	protein_coding	armadillo repeat gene deleted in velo-cardio-facial syndrome 	281.9	231.4	217.6	176.3	225.4	219	185.7	206.3	215.7	146.6	214.5	198.3	200.6	188.6	183.9	192.2	207.3	195.5	189.9	236.8	189.6	206.9086314	191.0303899	-0.115	0.584078319	1	202.5762909	198.3416734	-0.0309	0.892781752	0.985371833	186.4694145	205.4480073	0.144	0.508	0.802
Comt	ENSRNOG00000001889	11	86715981	86735622	1	protein_coding	catechol-O-methyltransferase 	1130.6	1041.4	930	993.3	1099.9	866.1	1013.6	1104.6	941.2	938	1049.3	963.3	869.4	825.9	841.5	943.9	1076.1	978.7	910.1	1180	905.8	986.4395461	845.5885389	-0.222	0.248997477	1	1019.809268	999.5632199	-0.029	0.882450529	0.982674596	983.5199935	998.6323134	0.0224	0.911	0.986
Txnrd2	ENSRNOG00000001890	11	86667997	86716254	-1	protein_coding	thioredoxin reductase 2 	165.2	132.7	149.4	113.8	184.1	142	145.3	146.7	136.1	138	155	165.7	164.1	130.6	148.4	125.9	166.8	136.9	142.8	135.3	132.9	146.6135311	147.708928	0.00931	0.976083638	1	142.6835099	143.1755595	0.00347	1	1	152.9061621	136.991006	-0.157	0.465	0.771
Gnb1l	ENSRNOG00000001891	11	86577339	86655602	-1	protein_coding	G protein subunit beta 1 like 	47.5	65.6	40.4	56.3	52.2	40.6	61.7	66.6	80.7	71.5	85.2	57.8	72.9	34.3	41.2	40	63.1	55.7	49.4	63.7	55.5	49.71507947	49.45389847	-0.00838	1	1	69.6563351	52.9345872	-0.401	0.115938534	0.367087245	71.50798905	56.19456367	-0.346	0.158	0.446
Tbx1	ENSRNOG00000001892	11	86552022	86560969	1	protein_coding	T-box 1 	106.8	68.1	84.8	64.8	64.9	124.6	39.4	49.3	63.7	61.5	76.9	52.6	69.9	86	91.7	69.5	75.2	64.5	83.7	50.7	61.3	84.77035484	82.55935221	-0.0326	0.902414619	1	50.83414851	69.74608824	0.453	0.072624786	0.270644121	63.65418429	65.25731268	0.033	0.901	0.984
LOC100362453	ENSRNOG00000001893	11	86421106	86422907	1	protein_coding	serine/threonine-protein phosphatase 2A catalytic subunit alpha-like 	5.8	6.6	11	5.2	11.3	8.1	7.2	5.9	11.1	5.9	8.2	4.2	5.1	4.2	5.5	5.9	6.6	9.8	4.8	7	4.7	8.219193871	4.914243558	-0.74	0.148325219	1	8.04048999	7.43113797	-0.115	0.890245907	0.985085733	6.111468148	5.467242867	-0.151	1	1
Klhl6	ENSRNOG00000001908	11	84745904	84785893	1	protein_coding	kelch-like family member 6 	23.8	17	29.9	39.5	27.4	27.4	20.1	20.6	21.3	48.3	30.9	45.1	39.5	51.7	34.5	16.9	20.8	29.4	33.5	19.9	23.2	31.42210125	41.92262955	0.415	0.140316391	0.98080388	20.70707405	22.36252597	0.107	0.770416868	0.94131194	41.40459385	25.54946128	-0.707	0.0154	0.0902
Chodl	ENSRNOG00000001915	11	17538063	17560296	1	protein_coding	chondrolectin 	93.2	75.9	56.1	81.3	44.9	89.2	134.6	77.1	56.8	93.2	105.7	91.3	68.9	57.1	71.9	67.3	57.8	43.9	73.3	53.7	51.1	71.79551237	65.93606939	-0.117	0.623598533	1	89.46771584	56.34390481	-0.663	0.005386052	0.040773044	96.76183419	59.36482061	-0.705	0.00275	0.0246
